date,equity,cash
2007-01-02,350000.000000,350000.000000
2007-01-09,350000.000000,350000.000000
2007-01-16,350000.000000,350000.000000
2007-01-23,350000.000000,350000.000000
2007-01-30,350000.000000,350000.000000
2007-02-06,350000.000000,350000.000000
2007-02-13,350000.000000,350000.000000
2007-02-20,350000.000000,350000.000000
2007-02-27,350000.000000,350000.000000
2007-03-06,350000.000000,350000.000000
2007-03-13,350000.000000,350000.000000
2007-03-20,350000.000000,350000.000000
2007-03-27,350000.000000,350000.000000
2007-04-03,350000.000000,350000.000000
2007-04-10,350000.000000,350000.000000
2007-04-17,350000.000000,350000.000000
2007-04-24,350000.000000,350000.000000
2007-05-01,350000.000000,350000.000000
2007-05-08,350000.000000,350000.000000
2007-05-15,350000.000000,350000.000000
2007-05-22,350000.000000,350000.000000
2007-05-29,350000.000000,350000.000000
2007-06-05,350000.000000,350000.000000
2007-06-12,350000.000000,350000.000000
2007-06-19,350000.000000,350000.000000
2007-06-26,350000.000000,350000.000000
2007-07-03,350000.000000,350000.000000
2007-07-10,350000.000000,350000.000000
2007-07-17,350000.000000,350000.000000
2007-07-24,349957.179953,264317.086470
2007-07-31,349128.553481,294409.274839
2007-08-07,348842.079975,302322.566833
2007-08-14,348887.363545,304793.492715
2007-08-21,348931.045018,305618.043185
2007-08-28,348974.358017,305618.043185
2007-09-04,349017.714188,305618.043185
2007-09-11,349061.113794,305618.043185
2007-09-18,349104.556832,305618.043185
2007-09-25,349148.043302,305618.043185
2007-10-02,349191.573207,305618.043185
2007-10-09,349235.146789,305618.043185
2007-10-16,349278.763806,305618.043185
2007-10-23,349322.424500,305618.043185
2007-10-30,349366.070149,305735.465441
2007-11-06,349409.700738,305735.465441
2007-11-13,349475.066605,305735.465441
2007-11-20,349518.806069,305735.465441
2007-11-27,349562.589357,305735.465441
2007-12-04,349606.416469,305735.465441
2007-12-11,349650.287403,305735.465441
2007-12-18,349694.202405,305735.465441
2007-12-25,349738.161231,305735.465441
2008-01-01,349782.164127,305735.465441
2008-01-08,349826.210846,305735.465441
2008-01-15,349870.301633,305735.465441
2008-01-22,350060.246722,224405.655433
2008-01-29,350739.963175,138724.005506
2008-02-05,342633.290526,102846.724679
2008-02-12,334101.388059,111547.982780
2008-02-19,328323.619887,86434.841534
2008-02-26,319543.936911,89776.240749
2008-03-04,319459.290848,90500.042165
2008-03-11,319388.444647,90761.746650
2008-03-18,319238.494388,90869.078829
2008-03-25,319043.710639,91024.045718
2008-04-01,318794.667581,91131.646381
2008-04-08,318479.102731,91286.923331
2008-04-15,318080.738680,91442.331738
2008-04-22,317577.505377,91705.897184
2008-04-29,316938.795884,91921.984447
2008-05-06,318378.465065,91921.984447
2008-05-13,317129.594605,91921.984447
2008-05-20,316710.688449,97088.631287
2008-05-27,316900.858864,97344.568331
2008-06-03,317091.022484,97449.627396
2008-06-10,317281.305445,97449.627396
2008-06-17,317471.761314,97449.627396
2008-06-24,317662.338295,97555.077786
2008-07-01,317853.035189,97555.077786
2008-07-08,318043.905775,97555.077786
2008-07-15,322154.196757,130502.056852
2008-07-22,325745.063268,118292.236728
2008-07-29,323805.121184,118292.236728
2008-08-05,323704.272022,125118.199160
2008-08-12,323884.838699,125118.199160
2008-08-19,324065.575787,125118.199160
2008-08-26,324246.482134,125118.199160
2008-09-02,324427.559138,125118.199160
2008-09-09,324608.806778,125118.199160
2008-09-16,324790.224689,125118.199160
2008-09-23,327240.175550,125118.199160
2008-09-30,327424.208007,125118.199160
2008-10-07,327608.414581,125118.199160
2008-10-14,327792.794057,125118.199160
2008-10-21,327973.769336,132269.688978
2008-10-28,328150.913947,134305.123913
2008-11-04,328327.656151,134305.123913
2008-11-11,328504.563855,134305.123913
2008-11-18,328681.639052,134305.123913
2008-11-25,328858.881985,134305.123913
2008-12-02,329036.291555,134305.123913
2008-12-09,329213.868877,134305.123913
2008-12-16,329391.613920,134305.123913
2008-12-23,329569.526232,134305.123913
2008-12-30,329747.606868,134305.123913
2009-01-06,329925.855239,134305.123913
2009-01-13,330104.271734,134305.123913
2009-01-20,330282.856553,134305.123913
2009-01-27,330461.609724,134305.123913
2009-02-03,330640.531986,134305.123913
2009-02-10,332432.097833,129281.025832
2009-02-17,330513.351128,129281.025832
2009-02-24,330578.671290,129281.025832
2009-03-03,330630.659900,129281.025832
2009-03-10,330688.650202,129281.025832
2009-03-17,330708.753862,129281.025832
2009-03-24,330706.425567,129281.025832
2009-03-31,330676.560610,129281.025832
2009-04-07,330612.393837,129281.025832
2009-04-14,330504.760604,125674.241764
2009-04-21,328568.584187,125674.241764
2009-04-28,328634.403034,125674.241764
2009-05-05,328686.770667,128377.973053
2009-05-12,328869.707150,128377.973053
2009-05-19,329052.816273,128377.973053
2009-05-26,329236.099377,128377.973053
2009-06-02,329419.555508,128377.973053
2009-06-09,329603.184370,128377.973053
2009-06-16,329786.986875,128377.973053
2009-06-23,329970.963189,128377.973053
2009-06-30,331365.284345,130017.019467
2009-07-07,331538.952989,109254.251168
2009-07-14,331735.099282,96761.137762
2009-07-21,329763.849263,96070.095199
2009-07-28,329850.003306,96070.095199
2009-08-04,329922.327647,96124.040455
2009-08-11,329978.222797,96178.176081
2009-08-18,330014.399933,96232.338692
2009-08-25,330026.641302,96286.528384
2009-09-01,330009.446859,96340.745171
2009-09-08,329955.503132,96394.989067
2009-09-15,329854.871541,92926.129372
2009-09-22,327976.119412,95886.188465
2009-09-29,328183.722062,95940.513767
2009-10-06,328391.491616,95994.866233
2009-10-13,328588.506224,117881.678268
2009-10-20,328777.584167,122421.449670
2009-10-27,328965.034462,123615.802116
2009-11-03,329152.124859,124040.018481
2009-11-10,329339.136728,124222.753624
2009-11-17,330337.562728,131188.112181
2009-11-24,330508.611786,108195.496439
2009-12-01,330706.230719,96104.455197
2009-12-08,328780.505368,95727.252339
2009-12-15,328870.322849,95781.821870
2009-12-22,328946.595049,95836.474049
2009-12-29,329006.773931,95891.153526
