date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,169616.863402
2020-09-21,354832.625487,169616.863402
2020-09-28,355112.000897,169616.863402
2020-10-05,355367.500172,169616.863402
2020-10-12,363766.153967,169616.863402
2020-10-19,364785.100581,169616.863402
2020-10-26,365762.928979,169616.863402
2020-11-03,366570.074821,169616.863402
2020-11-10,367413.550684,169616.863402
2020-11-17,368205.188578,169398.596648
2020-11-24,364364.846714,175447.915180
2020-12-01,364867.605335,175447.915180
2020-12-08,365370.363956,166271.560720
2020-12-15,362043.215682,166271.560720
2020-12-22,367281.730206,166271.560720
2020-12-29,368414.143768,166271.560720
2021-01-05,369517.314402,166271.560720
2021-01-12,370585.448696,166271.560720
2021-01-19,371611.114699,166271.560720
2021-01-26,372584.618562,166271.560720
2021-02-02,373493.073170,166271.560720
2021-02-09,374318.965259,165882.958576
2021-02-16,370802.035944,165882.958576
2021-02-23,371112.555768,165882.958576
2021-03-02,375297.433678,165882.958576
2021-03-09,376427.727670,165882.958576
2021-03-15,377615.765380,165882.958576
2021-03-22,378718.088662,165882.958576
2021-03-29,379768.601574,165882.958576
2021-04-05,380754.798166,165882.958576
2021-04-12,381664.782910,165882.958576
2021-04-19,382470.209581,165211.777771
2021-04-26,379073.822271,165211.777771
2021-05-03,379423.614946,165211.777771
2021-05-10,382806.832124,165211.777771
2021-05-17,383106.073088,165211.777771
2021-05-24,384004.095217,165211.777771
2021-05-31,385081.392697,165211.777771
2021-06-07,386104.886643,165211.777771
2021-06-14,387061.284416,165211.777771
2021-06-21,387932.521661,162441.025957
2021-06-28,384540.813476,162441.025957
2021-07-05,384908.364517,162441.025957
2021-07-12,385250.366061,162441.025957
2021-07-19,386906.967524,162441.025957
2021-07-26,387182.371441,162441.025957
2021-08-02,387413.775364,162441.025957
2021-08-09,387596.123324,162441.025957
2021-08-16,388095.842390,162441.025957
2021-08-23,389012.318633,156933.520657
2021-08-30,385670.087264,156933.520657
2021-09-06,386056.198796,156933.520657
2021-09-13,386425.572565,156933.520657
2021-09-20,386764.857470,156933.520657
2021-09-27,388110.181466,156933.520657
2021-10-04,388369.719700,156933.520657
2021-10-11,388575.586858,156933.520657
2021-10-18,388719.570501,156933.520657
2021-10-25,389488.043273,150556.804941
2021-11-01,386031.019835,156231.729480
2021-11-09,386648.301194,156231.729480
2021-11-16,387265.582554,146804.094984
2021-11-23,383942.956960,146804.094984
2021-11-30,384348.065599,146804.094984
2021-12-07,384736.474562,146804.094984
2021-12-14,385094.839823,146804.094984
2021-12-21,385422.256806,146804.094984
2021-12-28,385706.042571,146804.094984
2022-01-04,385936.237818,146804.094984
2022-01-11,386099.602537,146804.094984
2022-01-18,386178.143894,139777.750004
2022-01-25,382766.457134,139777.750004
2022-02-01,383179.310957,139777.750004
2022-02-08,383566.136657,139777.750004
2022-02-15,375849.184898,292173.145954
2022-02-22,376056.596647,308465.116496
2022-03-01,376217.274699,317811.823842
2022-03-08,376359.635661,321573.174825
2022-03-14,376498.941665,322570.150000
2022-03-21,376550.076050,235743.978236
2022-03-28,376702.031498,173149.574333
2022-04-04,377030.900068,148575.893815
2022-04-11,377433.851965,148646.679261
2022-04-18,377819.096131,113417.858333
2022-04-25,374520.573484,113417.858333
2022-05-02,375011.667603,113417.858333
2022-05-09,375502.761723,113417.858333
2022-05-16,375993.855842,113417.858333
2022-05-23,376484.949961,113417.858333
2022-05-30,373790.924652,139732.756621
2022-06-06,374206.465448,139800.501420
2022-06-13,374619.503132,144619.815420
2022-06-20,375022.688390,144693.529969
2022-06-27,375436.852767,144768.633020
2022-07-04,375850.904713,144768.633020
2022-07-11,376264.956659,144768.633020
2022-07-18,376679.008606,144768.633020
2022-07-25,377093.060552,144768.633020
2022-08-01,377507.112498,144768.633020
2022-08-08,377921.164444,144768.633020
2022-08-15,378335.216391,144768.633020
2022-08-22,378749.278317,144768.633020
2022-08-29,379163.340243,144768.633020
2022-09-05,379577.402169,144768.633020
2022-09-12,381511.645512,144768.633020
2022-09-19,381937.957244,144768.633020
2022-09-26,382364.268976,144768.633020
2022-10-03,382795.568214,144768.633020
2022-10-10,383211.981831,105575.244307
2022-10-17,379727.769532,105623.491184
2022-10-24,379958.238843,105676.657039
2022-10-31,380163.407533,105729.840433
2022-11-08,380254.577323,105783.043818
2022-11-15,380382.234843,105836.267193
2022-11-22,381687.242607,105889.510558
2022-11-29,382569.041782,105942.773913
2022-12-06,383379.570922,105996.057258
2022-12-13,384099.142521,101789.311770
2022-12-20,380643.365414,101842.635095
2022-12-27,380881.052714,101895.978410
