date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,172986.897973
2020-09-21,356240.998144,172986.897973
2020-09-28,356598.000393,172986.897973
2020-10-05,356940.182972,172986.897973
2020-10-12,364014.949596,172986.897973
2020-10-19,364836.186204,172986.897973
2020-10-26,365631.901161,172986.897973
2020-11-03,366321.675221,172986.897973
2020-11-10,367033.998950,172986.897973
2020-11-17,367716.061947,172806.627148
2020-11-24,365504.382765,176587.451230
2020-12-01,366007.141385,176587.451230
2020-12-08,366509.900006,171016.093165
2020-12-15,364689.317389,171016.093165
2020-12-22,369687.470966,171016.093165
2020-12-29,370582.611470,171016.093165
2021-01-05,371459.997338,171016.093165
2021-01-12,372316.111143,171016.093165
2021-01-19,373146.440629,171016.093165
2021-01-26,373945.100244,171016.093165
2021-02-02,374704.265668,171016.093165
2021-02-09,375413.303849,170780.156149
2021-02-16,373485.629035,170780.156149
2021-02-23,373883.745563,170780.156149
2021-03-02,378039.279794,170780.156149
2021-03-09,378938.508942,170780.156149
2021-03-15,379872.796777,170780.156149
2021-03-22,380759.783124,170780.156149
2021-03-29,381615.313176,170780.156149
2021-04-05,382431.794033,170780.156149
2021-04-12,383203.962788,170780.156149
2021-04-19,383912.649856,170294.644382
2021-04-26,382037.634747,170294.644382
2021-05-03,382471.282582,170294.644382
2021-05-10,385948.138023,170294.644382
2021-05-17,386352.618450,170294.644382
2021-05-24,387125.579594,170294.644382
2021-05-31,388008.864031,170294.644382
2021-06-07,388859.038601,170294.644382
2021-06-14,389667.923218,170294.644382
2021-06-21,390424.401357,168355.540058
2021-06-28,388463.047848,168355.540058
2021-07-05,388909.437336,168355.540058
2021-07-12,389339.475146,168355.540058
2021-07-19,391095.020023,168355.540058
2021-07-26,391482.435351,168355.540058
2021-08-02,391841.690684,168355.540058
2021-08-09,392171.345702,168355.540058
2021-08-16,392706.644164,168355.540058
2021-08-23,393510.484313,164972.363764
2021-08-30,391647.939032,164972.363764
2021-09-06,392115.608065,164972.363764
2021-09-13,392576.054377,164972.363764
2021-09-20,393017.695149,164972.363764
2021-09-27,394478.893711,164972.363764
2021-10-04,394870.692813,164972.363764
2021-10-11,395228.947493,164972.363764
2021-10-18,395550.417780,164972.363764
2021-10-25,396262.193772,160986.916441
2021-11-01,394333.034633,164533.744278
2021-11-09,394950.315992,164533.744278
2021-11-16,395567.597352,158385.286998
2021-11-23,393615.374176,158385.286998
2021-11-30,394096.016807,158385.286998
2021-12-07,394568.772060,158385.286998
2021-12-14,395021.933595,158385.286998
2021-12-21,395456.667114,158385.286998
2021-12-28,395862.945491,158385.286998
2022-01-04,396234.273530,158385.286998
2022-01-11,396562.016442,158385.286998
2022-01-18,396834.439770,154223.993375
2022-01-25,395006.611665,154223.993375
2022-02-01,395506.764784,154223.993375
2022-02-08,395991.074698,154223.993375
2022-02-15,388383.781031,304515.365899
2022-02-22,388591.686543,321000.302924
2022-03-01,388752.364318,330346.973729
2022-03-08,388894.725130,334108.264246
2022-03-14,389034.031134,335105.239470
2022-03-21,389083.683611,245313.767705
2022-03-28,389236.222636,180667.103802
2022-04-04,389571.510083,155357.595079
2022-04-11,389983.135660,155357.595079
2022-04-18,390375.711106,117238.282959
2022-04-25,386914.347295,117238.282959
2022-05-02,387421.407015,117238.282959
2022-05-09,387928.466735,117238.282959
2022-05-16,388435.526455,117238.282959
2022-05-23,388942.586175,117238.282959
2022-05-30,386114.095294,146026.909899
2022-06-06,386538.952487,146093.982527
2022-06-13,386961.236867,151054.656632
2022-06-20,387373.381160,151128.333667
2022-06-27,387796.600070,151412.437990
2022-07-04,388219.224650,151412.437990
2022-07-11,388641.849230,151412.437990
2022-07-18,389064.473810,151412.437990
2022-07-25,389487.098390,151412.437990
2022-08-01,389909.722970,151412.437990
2022-08-08,390332.347550,151412.437990
2022-08-15,390754.972130,151412.437990
2022-08-22,391177.606690,151412.437990
2022-08-29,391600.241250,151412.437990
2022-09-05,392022.875810,151412.437990
2022-09-12,394012.662707,151412.437990
2022-09-19,394447.927227,151412.437990
2022-09-26,394883.191747,151412.437990
2022-10-03,395323.443774,151412.437990
2022-10-10,395747.384777,112638.910681
2022-10-17,393641.086661,112686.679014
2022-10-24,393957.399755,112739.845109
2022-10-31,394257.205484,112793.028502
2022-11-08,394482.657144,112846.231887
2022-11-15,394731.898191,112899.455262
2022-11-22,396186.952444,112952.698627
2022-11-29,396930.330308,113005.961982
2022-12-06,397627.220755,113059.245327
2022-12-13,398264.784106,110482.137440
2022-12-20,396241.088213,110535.460765
2022-12-27,396567.775113,110588.804080
