date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,169590.188745
2020-09-28,355305.505855,169590.188745
2020-10-05,355584.266829,169590.188745
2020-10-12,363204.057796,169590.188745
2020-10-19,364256.155813,169590.188745
2020-10-26,365274.229454,169590.188745
2020-11-03,366147.128609,169590.188745
2020-11-10,367056.698401,169590.188745
2020-11-17,367932.821946,169590.188745
2020-11-24,368722.802188,179805.870654
2020-12-01,369225.560809,179805.870654
2020-12-08,369728.319430,179805.870654
2020-12-15,370236.065557,170601.853587
2020-12-22,371016.297320,170601.853587
2020-12-29,372159.573772,170601.853587
2021-01-05,373291.275803,170601.853587
2021-01-12,374393.646750,170601.853587
2021-01-19,375460.875739,170601.853587
2021-01-26,376485.508415,170601.853587
2021-02-02,377457.821705,170601.853587
2021-02-09,378364.889644,170601.853587
2021-02-16,379189.146177,170196.077227
2021-02-23,375665.305208,170196.077227
2021-03-02,379551.857521,170196.077227
2021-03-09,380170.743392,170196.077227
2021-03-15,381383.885811,170196.077227
2021-03-22,382527.655245,170196.077227
2021-03-29,383628.950138,170196.077227
2021-04-05,384678.281497,170196.077227
2021-04-12,385668.093907,170196.077227
2021-04-19,386576.466918,170196.077227
2021-04-26,387379.972755,169534.016584
2021-05-03,383980.375894,169534.016584
2021-05-10,387388.376252,169534.016584
2021-05-17,387717.051280,169534.016584
2021-05-24,388015.472861,169534.016584
2021-05-31,388913.607386,169534.016584
2021-06-07,389989.846088,169534.016584
2021-06-14,391012.120136,169534.016584
2021-06-21,391967.097087,169534.016584
2021-06-28,392845.294173,166744.193736
2021-07-05,389446.887889,166744.193736
2021-07-12,389813.791536,166744.193736
2021-07-19,391499.967709,166744.193736
2021-07-26,391810.859131,166744.193736
2021-08-02,392085.343250,166744.193736
2021-08-09,392320.684808,166744.193736
2021-08-16,392508.839625,166744.193736
2021-08-23,393037.447299,166744.193736
2021-08-30,393952.261801,160846.648177
2021-09-06,390433.163439,160846.648177
2021-09-13,390818.162078,160846.648177
2021-09-20,391176.649939,160846.648177
2021-09-27,392545.789196,160846.648177
2021-10-04,392835.173740,160846.648177
2021-10-11,393078.902823,160846.648177
2021-10-18,393271.602564,160846.648177
2021-10-25,393394.371215,160846.648177
2021-11-01,394166.131176,164366.840821
2021-11-09,394783.412535,164366.840821
2021-11-16,395400.693894,164366.840821
2021-11-23,396017.975254,154499.875069
2021-11-30,392516.736044,154499.875069
2021-12-07,392920.360619,154499.875069
2021-12-14,393297.469197,154499.875069
2021-12-21,393648.181503,159477.017085
2021-12-28,394284.133527,159477.017085
2022-01-04,394920.085551,159477.017085
2022-01-11,395556.037575,159477.017085
2022-01-18,396191.989599,159477.017085
2022-01-25,396827.941623,159477.017085
2022-02-01,397463.893647,159477.017085
2022-02-08,398099.845671,159477.017085
2022-02-15,390662.885445,306986.846501
2022-02-22,390870.297193,323278.817042
2022-03-01,391030.975245,332625.524389
2022-03-08,391173.336207,336386.875372
2022-03-14,391312.642211,337383.850547
2022-03-21,391362.065232,247133.238782
2022-03-28,391514.634358,182046.804879
2022-04-04,391851.207572,156590.115826
2022-04-11,392264.527544,156660.669340
2022-04-18,392658.329825,117809.447405
2022-04-25,389160.636282,117809.447405
2022-05-02,389671.124958,117809.447405
2022-05-09,390181.613635,117809.447405
2022-05-16,390692.102312,117809.447405
2022-05-23,391202.590989,117809.447405
2022-05-30,388343.995492,147303.774668
2022-06-06,388770.391754,147370.660570
2022-06-13,389194.215568,152331.167043
2022-06-20,389607.899736,152404.844078
2022-06-27,390032.803075,152479.947148
2022-07-04,390457.593983,152479.947148
2022-07-11,390882.384890,152479.947148
2022-07-18,391307.175798,152479.947148
2022-07-25,391731.966706,152479.947148
2022-08-01,392156.757614,152479.947148
2022-08-08,392581.548522,152479.947148
2022-08-15,393006.339430,152479.947148
2022-08-22,393431.140318,152479.947148
2022-08-29,393855.941205,152479.947148
2022-09-05,394280.742093,152479.947148
2022-09-12,396285.264460,152479.947148
2022-09-19,396722.795148,152479.947148
2022-09-26,397160.325836,152479.947148
2022-10-03,397602.844031,152479.947148
2022-10-10,398028.843825,109610.353384
2022-10-17,394386.670664,109658.068534
2022-10-24,394620.687840,109711.234655
2022-10-31,394828.305237,109764.418049
2022-11-08,394916.968132,109817.621434
2022-11-15,395043.706049,109870.844809
2022-11-22,396393.119810,109924.088174
2022-11-29,397306.762501,109977.351529
2022-12-06,398146.037330,110030.634874
2022-12-13,398890.400813,105620.184686
2022-12-20,395270.154408,105673.508011
2022-12-27,395511.257610,105726.851326
