date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,173077.742430
2020-09-28,357154.756772,173077.742430
2020-10-05,357554.112796,173077.742430
2020-10-12,367442.237121,173077.742430
2020-10-19,368342.064378,173077.742430
2020-10-26,369231.247049,173077.742430
2020-11-03,370069.759757,173077.742430
2020-11-10,370927.327649,173077.742430
2020-11-17,371789.762788,173077.742430
2020-11-24,372630.346689,183713.415155
2020-12-01,373133.105310,183713.415155
2020-12-08,373635.863930,183713.415155
2020-12-15,374143.610057,177911.437683
2020-12-22,380229.854872,177911.437683
2020-12-29,381207.724179,177911.437683
2021-01-05,382177.025441,177911.437683
2021-01-12,383136.482567,177911.437683
2021-01-19,384084.552819,177911.437683
2021-01-26,385019.353328,177911.437683
2021-02-02,385938.561890,177911.437683
2021-02-09,386839.280885,177911.437683
2021-02-16,387717.847285,177911.437683
2021-02-23,388592.609534,177911.437683
2021-03-02,397043.082631,177911.437683
2021-03-09,397852.370752,177911.437683
2021-03-15,398713.594733,177911.437683
2021-03-22,399454.339833,185070.315409
2021-03-29,396960.526120,185070.315409
2021-04-05,397377.067112,185070.315409
2021-04-12,397785.574483,185070.315409
2021-04-19,398739.621411,185070.315409
2021-04-26,399915.863348,185070.315409
2021-05-03,401080.574522,185070.315409
2021-05-10,409855.450691,185070.315409
2021-05-17,410998.414591,185070.315409
2021-05-24,412107.712497,185070.315409
2021-05-31,413176.203137,185070.315409
2021-06-07,414194.571810,185070.315409
2021-06-14,415150.435442,185070.315409
2021-06-21,416026.965752,193703.345258
2021-06-28,414417.052751,193703.345258
2021-07-05,414904.632473,193703.345258
2021-07-12,415382.850451,193703.345258
2021-07-19,418935.499934,193703.345258
2021-07-26,419968.520172,193703.345258
2021-08-02,420987.041426,193703.345258
2021-08-09,421993.513881,193703.345258
2021-08-16,422986.800484,193703.345258
2021-08-23,423977.929867,193703.345258
2021-08-30,424939.720226,193703.345258
2021-09-06,425865.474609,193703.345258
2021-09-13,426754.925693,193703.345258
2021-09-20,427587.338838,193538.415828
2021-09-27,426137.371733,193538.415828
2021-10-04,426888.171876,193538.415828
2021-10-11,428151.950450,193538.415828
2021-10-18,429428.539802,193538.415828
2021-10-25,430687.504617,193538.415828
2021-11-01,431925.930600,202126.640245
2021-11-09,432543.211959,202126.640245
2021-11-16,433160.493319,202126.640245
2021-11-23,433777.774678,195676.390789
2021-11-30,432170.327682,195676.390789
2021-12-07,432700.535384,195676.390789
2021-12-14,433221.217710,195676.390789
2021-12-21,434125.123460,199953.959043
2021-12-28,434761.075484,199953.959043
2022-01-04,435397.027508,199953.959043
2022-01-11,436032.979532,199953.959043
2022-01-18,436668.931556,199953.959043
2022-01-25,437304.883580,199953.959043
2022-02-01,437940.835604,199953.959043
2022-02-08,438576.787628,199953.959043
2022-02-15,431140.211449,346696.078458
2022-02-22,431349.478342,363519.614783
2022-03-01,431510.556117,373025.635528
2022-03-08,431653.036724,376866.615650
2022-03-14,431792.342648,377863.590959
2022-03-21,431837.056209,278186.070819
2022-03-28,431991.382885,206356.496935
2022-04-04,432348.771363,178251.149491
2022-04-11,432790.895787,178321.007305
2022-04-18,433208.779169,130016.352437
2022-04-25,429174.323537,130016.352437
2022-05-02,429737.287815,130016.352437
2022-05-09,430300.252093,130016.352437
2022-05-16,430863.216371,130016.352437
2022-05-23,431426.180649,130016.352437
2022-05-30,428124.014785,167837.552939
2022-06-06,428580.368966,167902.235578
2022-06-13,429033.871011,173428.484084
2022-06-20,429476.081973,173502.011064
2022-06-27,429930.162311,173577.114209
2022-07-04,430384.130218,173577.114209
2022-07-11,430838.098126,173577.114209
2022-07-18,431292.066033,173577.114209
2022-07-25,431746.033940,173577.114209
2022-08-01,432200.001847,173577.114209
2022-08-08,432653.969754,173577.114209
2022-08-15,433107.937661,173577.114209
2022-08-22,433561.915549,173577.114209
2022-08-29,434015.893436,173577.114209
2022-09-05,434469.871323,173577.114209
2022-09-12,436664.740051,173577.114209
2022-09-19,437132.747718,173577.114209
2022-09-26,437600.755386,173577.114209
2022-10-03,438073.750560,173577.114209
2022-10-10,438525.764929,124776.343537
2022-10-17,436664.241163,124822.543303
2022-10-24,437053.157658,124875.710182
2022-10-31,437431.985425,124928.893576
2022-11-08,438167.241850,124982.096961
2022-11-15,439128.870486,125035.320336
2022-11-22,443896.799572,125088.563701
2022-11-29,444846.894721,125141.827056
2022-12-06,445774.115577,125195.110401
2022-12-13,446673.847334,125248.413736
2022-12-20,447540.143076,125301.737061
2022-12-27,448382.215713,125355.080376
