date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,178501.500000
2020-09-28,359029.635932,173061.507236
2020-10-05,357240.234106,173061.507236
2020-10-12,366604.872748,173061.507236
2020-10-19,367466.657569,173061.507236
2020-10-26,368311.106386,173061.507236
2020-11-03,369079.516275,173061.507236
2020-11-10,369869.839913,173061.507236
2020-11-17,370650.328527,173061.507236
2020-11-24,371389.614970,182472.683436
2020-12-01,371892.373591,182472.683436
2020-12-08,372395.132212,182472.683436
2020-12-15,372902.878339,182472.683436
2020-12-22,377529.564995,176828.915596
2020-12-29,375699.421227,176828.915596
2021-01-05,376097.866006,176828.915596
2021-01-12,376481.144001,176828.915596
2021-01-19,377196.976608,176828.915596
2021-01-26,378050.720683,176828.915596
2021-02-02,378878.345324,176828.915596
2021-02-09,379673.888489,176828.915596
2021-02-16,380429.424165,176828.915596
2021-02-23,381156.228581,175540.619421
2021-03-02,385442.977404,175540.619421
2021-03-09,386378.560335,175540.619421
2021-03-15,387342.916644,175540.619421
2021-03-22,388279.121956,175540.619421
2021-03-29,389194.328877,175540.619421
2021-04-05,390084.171404,175540.619421
2021-04-12,390947.970530,175540.619421
2021-04-19,391773.248530,175540.619421
2021-04-26,392549.893609,175540.619421
2021-05-03,393272.551155,175733.547815
2021-05-10,395877.389936,175733.547815
2021-05-17,397043.727007,175733.547815
2021-05-24,398186.902653,175733.547815
2021-05-31,399302.612539,175733.547815
2021-06-07,400385.415335,175733.547815
2021-06-14,401428.330748,175733.547815
2021-06-21,402422.254052,175733.547815
2021-06-28,403363.716994,175733.547815
2021-07-05,404256.682434,181102.113385
2021-07-12,402334.786407,181102.113385
2021-07-19,404683.170060,181102.113385
2021-07-26,405659.325757,181102.113385
2021-08-02,406616.353361,185773.045015
2021-08-09,407207.887594,185773.045015
2021-08-16,407806.438318,185773.045015
2021-08-23,408410.036519,185773.045015
2021-08-30,409013.634720,185773.045015
2021-09-06,409617.232921,185773.045015
2021-09-13,410229.466804,185773.045015
2021-09-20,410841.700687,185773.045015
2021-09-27,412496.023526,185773.045015
2021-10-04,413108.257409,185773.045015
2021-10-11,413720.491292,185773.045015
2021-10-18,414337.772651,185773.045015
2021-10-25,414955.054010,185773.045015
2021-11-01,415572.335370,185773.045015
2021-11-09,416189.616729,185773.045015
2021-11-16,416806.898088,185773.045015
2021-11-23,417424.179448,185773.045015
2021-11-30,418046.448313,185773.045015
2021-12-07,418677.352861,185773.045015
2021-12-14,419308.257409,185773.045015
2021-12-21,419944.209433,185773.045015
2021-12-28,420580.161457,185773.045015
2022-01-04,421216.113481,185773.045015
2022-01-11,421852.065505,185773.045015
2022-01-18,422488.017529,185773.045015
2022-01-25,423123.969553,185773.045015
2022-02-01,423759.921577,185773.045015
2022-02-08,424395.873601,185773.045015
2022-02-15,416959.221433,332667.064430
2022-02-22,417168.134558,349417.784347
2022-03-01,417329.052369,358923.801778
2022-03-08,417471.412911,362684.951920
2022-03-14,417610.718916,363681.927211
2022-03-21,417657.058562,267261.485485
2022-03-28,417810.823065,197847.001582
2022-04-04,418160.746759,170624.624148
2022-04-11,418592.743063,170694.713875
2022-04-18,419002.157121,125709.980014
2022-04-25,415157.096308,125709.980014
2022-05-02,415701.575649,125709.980014
2022-05-09,416246.054990,125709.980014
2022-05-16,416790.534331,125709.980014
2022-05-23,417335.013672,125709.980014
2022-05-30,414189.453306,160567.356468
2022-06-06,414635.341759,160632.823333
2022-06-13,415078.447541,166017.845858
2022-06-20,415510.549548,166091.410352
2022-06-27,415954.280880,166166.513478
2022-07-04,416397.899780,166166.513478
2022-07-11,416841.518681,166166.513478
2022-07-18,417285.137581,166166.513478
2022-07-25,417728.756482,166166.513478
2022-08-01,418172.375383,166166.513478
2022-08-08,418615.994283,166166.513478
2022-08-15,419059.613184,166166.513478
2022-08-22,419503.242065,166166.513478
2022-08-29,419946.870945,166166.513478
2022-09-05,420390.499826,166166.513478
2022-09-12,422517.869521,166166.513478
2022-09-19,422975.068187,166166.513478
2022-09-26,423432.266853,166166.513478
2022-10-03,423894.453026,166166.513478
2022-10-10,424337.243370,120938.350712
2022-10-17,422138.344448,120985.082190
2022-10-24,422473.387911,121038.248804
2022-10-31,422791.166337,121091.432197
2022-11-08,423414.214697,121144.635582
2022-11-15,424255.106595,121197.858957
2022-11-22,428697.423324,121251.102322
2022-11-29,429490.835860,121304.365677
2022-12-06,430235.625582,128516.182946
2022-12-13,430725.143286,128569.486281
2022-12-20,431214.640980,128622.809606
2022-12-27,431704.128643,128676.152921
