date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,173077.742430
2020-09-28,357431.054754,173077.742430
2020-10-05,357853.934826,173077.742430
2020-10-12,367768.728670,173077.742430
2020-10-19,368698.959416,173077.742430
2020-10-26,369623.012844,173077.742430
2020-11-03,370514.436979,173077.742430
2020-11-10,371420.968924,173077.742430
2020-11-17,372340.961950,173077.742430
2020-11-24,373249.843474,184332.911940
2020-12-01,373752.602095,184332.911940
2020-12-08,374255.360716,184332.911940
2020-12-15,374763.106843,178530.934469
2020-12-22,381144.916981,178530.934469
2020-12-29,382147.950760,178530.934469
2021-01-05,383145.781313,178530.934469
2021-01-12,384137.762083,178530.934469
2021-01-19,385123.134766,178530.934469
2021-01-26,386101.004072,178530.934469
2021-02-02,387070.305335,178530.934469
2021-02-09,388029.762461,178530.934469
2021-02-16,388977.832713,178530.934469
2021-02-23,389935.680699,178530.934469
2021-03-02,398486.628390,178530.934469
2021-03-09,399419.030544,178530.934469
2021-03-15,400386.042985,178530.934469
2021-03-22,401307.730648,178530.934469
2021-03-29,402198.364338,178530.934469
2021-04-05,403050.448270,178530.934469
2021-04-12,403858.850638,178530.934469
2021-04-19,404604.583245,187886.913795
2021-04-26,402533.430064,187886.913795
2021-05-03,403000.632303,187886.913795
2021-05-10,410822.191737,187886.913795
2021-05-17,412102.440200,187886.913795
2021-05-24,413372.524395,187886.913795
2021-05-31,414631.067228,187886.913795
2021-06-07,415876.431072,187886.913795
2021-06-14,417106.653099,187886.913795
2021-06-21,418319.360338,187886.913795
2021-06-28,419520.292326,187886.913795
2021-07-05,420727.288943,187886.913795
2021-07-12,421905.845723,187886.913795
2021-07-19,426370.225910,187886.913795
2021-07-26,427473.406554,187886.913795
2021-08-02,428525.857576,187886.913795
2021-08-09,429520.033282,187886.913795
2021-08-16,430440.930360,201869.330261
2021-08-23,429117.478137,201869.330261
2021-08-30,429647.364027,201869.330261
2021-09-06,430171.386437,201869.330261
2021-09-13,431120.242452,201869.330261
2021-09-20,432233.861862,201869.330261
2021-09-27,435384.114725,201869.330261
2021-10-04,436479.623366,201869.330261
2021-10-11,437564.038720,201869.330261
2021-10-18,438657.669764,201869.330261
2021-10-25,439736.347229,201869.330261
2021-11-01,440797.454241,210998.163886
2021-11-09,441414.735600,210998.163886
2021-11-16,442032.016959,210998.163886
2021-11-23,442649.298319,204144.773839
2021-11-30,441251.620644,204144.773839
2021-12-07,441805.259477,204144.773839
2021-12-14,442352.752174,204144.773839
2021-12-21,443311.822489,209140.658071
2021-12-28,443947.774513,209140.658071
2022-01-04,444583.726537,209140.658071
2022-01-11,445219.678561,209140.658071
2022-01-18,445855.630585,209140.658071
2022-01-25,446491.582609,209140.658071
2022-02-01,447127.534633,209140.658071
2022-02-08,447763.486657,209140.658071
2022-02-15,440327.006666,355690.497487
2022-02-22,440536.827398,372586.910294
2022-03-01,440698.223440,382176.122706
2022-03-08,440841.204005,386054.803393
2022-03-14,440980.509860,387051.718105
2022-03-21,441024.125901,285181.346399
2022-03-28,441178.909399,211885.872495
2022-04-04,441540.817849,183044.990618
2022-04-11,441989.680850,183114.655236
2022-04-18,442413.269616,132742.024602
2022-04-25,438257.271833,132742.024602
2022-05-02,438832.152927,132742.024602
2022-05-09,439407.034022,132742.024602
2022-05-16,439981.915116,132742.024602
2022-05-23,440556.796211,132742.024602
2022-05-30,437154.185432,172397.967045
2022-06-06,437617.486921,172462.164217
2022-06-13,438077.866225,178129.906899
2022-06-20,438526.666431,178203.396365
2022-06-27,438987.456756,178337.090034
2022-07-04,439447.878129,178337.090034
2022-07-11,439908.299503,178337.090034
2022-07-18,440368.720876,178337.090034
2022-07-25,440829.142250,178337.090034
2022-08-01,441289.563623,178337.090034
2022-08-08,441749.984997,178337.090034
2022-08-15,442210.406370,178337.090034
2022-08-22,442670.837724,178337.090034
2022-08-29,443131.269077,178337.090034
2022-09-05,443591.700431,178337.090034
2022-09-12,445828.847264,178337.090034
2022-09-19,446303.598583,178337.090034
2022-09-26,446778.349902,178337.090034
2022-10-03,447258.088727,178337.090034
2022-10-10,447715.841426,127524.672861
2022-10-17,446209.474432,127570.553580
2022-10-24,446635.786723,127623.720619
2022-10-31,447055.964445,127676.904013
2022-11-08,447849.170569,127730.107398
2022-11-15,448864.264391,127783.330773
2022-11-22,453719.549978,127836.574138
2022-11-29,454739.151619,127889.837493
2022-12-06,455746.682239,127943.120838
2022-12-13,456740.224630,127996.424173
2022-12-20,457717.432133,128049.747498
2022-12-27,458692.411233,128103.090813
