date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,173077.742430
2020-09-28,356762.990977,173077.742430
2020-10-05,357122.085777,173077.742430
2020-10-12,366963.382849,173077.742430
2020-10-19,367808.301002,173077.742430
2020-10-26,368632.510646,173077.742430
2020-11-03,369368.361665,173077.742430
2020-11-10,370126.531805,173077.742430
2020-11-17,370866.670216,173077.742430
2020-11-24,371554.378588,182637.447054
2020-12-01,372057.137209,182637.447054
2020-12-08,372559.895829,182637.447054
2020-12-15,373067.641956,176835.469582
2020-12-22,378734.801610,176835.469582
2020-12-29,379669.602119,176835.469582
2021-01-05,380588.810680,176835.469582
2021-01-12,381489.529675,176835.469582
2021-01-19,382368.096076,176835.469582
2021-01-26,383219.810848,176835.469582
2021-02-02,384038.544815,176835.469582
2021-02-09,384816.149777,176835.469582
2021-02-16,385541.552543,178097.015402
2021-02-23,382664.859196,178097.015402
2021-03-02,391008.361063,178097.015402
2021-03-09,392084.597936,178097.015402
2021-03-15,393205.159841,178097.015402
2021-03-22,394269.804030,178097.015402
2021-03-29,395298.748398,178097.015402
2021-04-05,396284.017451,178097.015402
2021-04-12,397220.056380,178097.015402
2021-04-19,398087.645550,178097.015402
2021-04-26,398867.093934,184069.819273
2021-05-03,396741.572928,184069.819273
2021-05-10,402736.557939,184069.819273
2021-05-17,403737.650496,184069.819273
2021-05-24,404718.205053,184069.819273
2021-05-31,405674.152759,184069.819273
2021-06-07,406600.273979,184069.819273
2021-06-14,407489.760495,184069.819273
2021-06-21,408333.561378,184069.819273
2021-06-28,409128.012333,183960.087300
2021-07-05,406119.589800,183960.087300
2021-07-12,406507.988615,183960.087300
2021-07-19,409806.087724,183960.087300
2021-07-26,410925.955899,183960.087300
2021-08-02,412012.979736,183960.087300
2021-08-09,413065.179762,183960.087300
2021-08-16,414075.497597,183960.087300
2021-08-23,415052.883372,183960.087300
2021-08-30,415952.872046,186134.322703
2021-09-06,413807.472189,186134.322703
2021-09-13,414268.186494,186134.322703
2021-09-20,414711.223515,186134.322703
2021-09-27,417589.277049,186134.322703
2021-10-04,418581.236247,186134.322703
2021-10-11,419542.752560,186134.322703
2021-10-18,420488.924545,186134.322703
2021-10-25,421388.466751,186134.322703
2021-11-01,422228.825007,192429.534652
2021-11-09,422846.106366,192429.534652
2021-11-16,423463.387725,192429.534652
2021-11-23,424080.669085,185979.285196
2021-11-30,422007.311312,185979.285196
2021-12-07,422489.638013,185979.285196
2021-12-14,422954.630633,185979.285196
2021-12-21,423793.235269,189622.070851
2021-12-28,424429.187293,189622.070851
2022-01-04,425065.139316,189622.070851
2022-01-11,425701.091340,189622.070851
2022-01-18,426337.043364,189622.070851
2022-01-25,426972.995388,189622.070851
2022-02-01,427608.947412,189622.070851
2022-02-08,428244.899436,189622.070851
2022-02-15,420808.247269,336516.090266
2022-02-22,421017.160394,353266.810182
2022-03-01,421178.078205,362772.827614
2022-03-08,421320.438747,366533.977756
2022-03-14,421459.744751,367530.953047
2022-03-21,421505.614728,270170.701321
2022-03-28,421659.561134,200100.207418
2022-04-04,422011.546674,172583.581293
2022-04-11,422446.492391,172653.593741
2022-04-18,422858.490411,126937.369556
2022-04-25,418964.619605,126937.369556
2022-05-02,419513.967732,126937.369556
2022-05-09,420063.315858,126937.369556
2022-05-16,420612.663984,126937.369556
2022-05-23,421162.012111,126937.369556
2022-05-30,417975.957020,162500.447061
2022-06-06,418424.784412,162565.727183
2022-06-13,418870.829498,167950.582094
2022-06-20,419305.871250,168024.146587
2022-06-27,419752.622327,168099.249713
2022-07-04,420199.260973,168099.249713
2022-07-11,420645.899619,168099.249713
2022-07-18,421092.538265,168099.249713
2022-07-25,421539.176911,168099.249713
2022-08-01,421985.815557,168099.249713
2022-08-08,422432.454203,168099.249713
2022-08-15,422879.092849,168099.249713
2022-08-22,423325.741475,168099.249713
2022-08-29,423772.390101,168099.249713
2022-09-05,424219.038727,168099.249713
2022-09-12,426365.668364,168099.249713
2022-09-19,426826.016776,168099.249713
2022-09-26,427286.365187,168099.249713
2022-10-03,427751.701105,168099.249713
2022-10-10,428197.236778,122061.848446
2022-10-17,426001.917707,122108.446986
2022-10-24,426340.541006,122161.613667
2022-10-31,426661.899267,122214.797060
2022-11-08,427288.527462,122268.000445
2022-11-15,428132.999196,122321.223820
2022-11-22,432591.085927,122374.467185
2022-11-29,433388.158297,122427.730540
2022-12-06,434136.607855,122481.013885
2022-12-13,434823.004879,122381.802949
2022-12-20,432180.050541,122435.126274
2022-12-27,432500.341481,122488.469589
