date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,172970.341290
2020-09-28,357117.630452,172970.341290
2020-10-05,357515.309803,172970.341290
2020-10-12,364154.398852,172970.341290
2020-10-19,365052.208606,172970.341290
2020-10-26,365939.162991,172970.341290
2020-11-03,366774.444046,172970.341290
2020-11-10,367629.157617,172970.341290
2020-11-17,368488.378429,172970.341290
2020-11-24,369325.315306,180408.383772
2020-12-01,369828.073926,180408.383772
2020-12-08,370330.832547,180408.383772
2020-12-15,370838.578674,174820.230552
2020-12-22,373533.558045,174820.230552
2020-12-29,374476.775429,174820.230552
2021-01-05,375419.730532,174820.230552
2021-01-12,376353.204291,174820.230552
2021-01-19,377275.710825,174820.230552
2021-01-26,378185.436655,174820.230552
2021-02-02,379080.145158,174820.230552
2021-02-09,379957.045503,174820.230552
2021-02-16,380812.609658,174820.230552
2021-02-23,381664.359243,174820.230552
2021-03-02,389869.035140,174820.230552
2021-03-09,390658.041817,174820.230552
2021-03-15,391497.070326,174820.230552
2021-03-22,392220.168014,178021.222690
2021-03-29,389790.332261,178021.222690
2021-04-05,390209.762580,178021.222690
2021-04-12,390621.432594,178021.222690
2021-04-19,391018.456184,178021.222690
2021-04-26,391398.538018,178021.222690
2021-05-03,391767.512384,178021.222690
2021-05-10,397338.389118,178021.222690
2021-05-17,398453.703387,178021.222690
2021-05-24,399536.058315,178021.222690
2021-05-31,400578.462526,178021.222690
2021-06-07,401571.796835,178021.222690
2021-06-14,402503.938089,178021.222690
2021-06-21,403358.411235,181289.549936
2021-06-28,401836.563142,181289.549936
2021-07-05,402328.119988,181289.549936
2021-07-12,402810.691306,181289.549936
2021-07-19,404627.836375,181289.549936
2021-07-26,405088.142184,181289.549936
2021-08-02,405534.531672,181289.549936
2021-08-09,405969.556988,181289.549936
2021-08-16,406633.968311,181289.549936
2021-08-23,407598.435114,181289.549936
2021-08-30,408534.741921,181289.549936
2021-09-06,409436.460907,181289.549936
2021-09-13,410303.682528,181289.549936
2021-09-20,411116.158359,179676.654399
2021-09-27,410568.212653,179676.654399
2021-10-04,411080.989247,179676.654399
2021-10-11,411584.357719,179676.654399
2021-10-18,412081.964336,179676.654399
2021-10-25,412567.067621,179676.654399
2021-11-01,413037.600096,183238.309741
2021-11-09,413654.881455,183238.309741
2021-11-16,414272.162814,183238.309741
2021-11-23,414889.444173,177071.456146
2021-11-30,413379.961179,177071.456146
2021-12-07,413914.593062,177071.456146
2021-12-14,414440.118072,177071.456146
2021-12-21,414960.227341,180789.062923
2021-12-28,415596.179365,180789.062923
2022-01-04,416232.131389,180789.062923
2022-01-11,416868.083413,180789.062923
2022-01-18,417504.035437,180789.062923
2022-01-25,418139.987461,180789.062923
2022-02-01,418775.939485,180789.062923
2022-02-08,419411.891509,180789.062923
2022-02-15,411975.143153,327875.362338
2022-02-22,412183.562514,344433.115771
2022-03-01,412344.480602,353939.169744
2022-03-08,412486.841294,357700.380352
2022-03-14,412626.147299,358697.355594
2022-03-21,412673.029514,263362.593868
2022-03-28,412826.609054,194757.999965
2022-04-04,413174.091132,167829.948273
2022-04-11,413602.758062,167900.115317
2022-04-18,414009.510526,124251.831780
2022-04-25,410233.191672,124251.831780
2022-05-02,410771.082937,124251.831780
2022-05-09,411308.974202,124251.831780
2022-05-16,411846.865467,124251.831780
2022-05-23,412384.756732,124251.831780
2022-05-30,409295.846415,157980.167328
2022-06-06,409738.176454,158045.932916
2022-06-13,410177.794237,163289.293651
2022-06-20,410606.696699,163362.895659
2022-06-27,411047.063916,163646.933057
2022-07-04,411486.836987,163646.933057
2022-07-11,411926.610057,163646.933057
2022-07-18,412366.383128,163646.933057
2022-07-25,412806.156199,163646.933057
2022-08-01,413245.929270,163646.933057
2022-08-08,413685.702341,163646.933057
2022-08-15,414125.475412,163646.933057
2022-08-22,414565.258463,163646.933057
2022-08-29,415005.041513,163646.933057
2022-09-05,415444.824564,163646.933057
2022-09-12,417546.041112,163646.933057
2022-09-19,417999.214123,163646.933057
2022-09-26,418452.387134,163646.933057
2022-10-03,418910.547651,163646.933057
2022-10-10,419349.806825,119281.161610
2022-10-17,417565.953303,119328.079184
2022-10-24,417942.102263,119381.245704
2022-10-31,418308.567121,119434.429098
2022-11-08,418626.511307,119487.632483
2022-11-15,418964.948833,119540.855858
2022-11-22,420596.909954,119594.099223
2022-11-29,421499.922130,119647.362578
2022-12-06,422380.978444,119700.645923
2022-12-13,423235.649541,119753.949258
2022-12-20,424058.227491,119807.272583
2022-12-27,424857.238540,119860.615898
