date,equity,cash
2020-01-07,350000.000000,350000.000000
2020-01-14,350000.000000,350000.000000
2020-01-21,350000.000000,350000.000000
2020-01-28,350000.000000,350000.000000
2020-02-04,350000.000000,350000.000000
2020-02-11,350000.000000,350000.000000
2020-02-18,350000.000000,350000.000000
2020-02-25,350000.000000,350000.000000
2020-03-03,350000.000000,350000.000000
2020-03-09,350000.000000,350000.000000
2020-03-16,350000.000000,350000.000000
2020-03-23,350000.000000,350000.000000
2020-03-30,350000.000000,350000.000000
2020-04-06,350000.000000,350000.000000
2020-04-13,350000.000000,350000.000000
2020-04-20,350000.000000,350000.000000
2020-04-27,350000.000000,350000.000000
2020-05-04,350000.000000,350000.000000
2020-05-11,350000.000000,350000.000000
2020-05-18,350000.000000,350000.000000
2020-05-25,350000.000000,350000.000000
2020-06-01,350000.000000,350000.000000
2020-06-08,350000.000000,350000.000000
2020-06-15,350000.000000,350000.000000
2020-06-22,350000.000000,350000.000000
2020-06-29,350000.000000,350000.000000
2020-07-06,350000.000000,350000.000000
2020-07-13,350000.000000,350000.000000
2020-07-20,350000.000000,350000.000000
2020-07-27,349914.293603,178501.500000
2020-08-03,355162.459520,178501.500000
2020-08-10,355641.440030,178501.500000
2020-08-17,356125.468016,178501.500000
2020-08-24,356609.496002,178501.500000
2020-08-31,357093.523988,178501.500000
2020-09-07,357577.551974,178501.500000
2020-09-14,358061.579960,178501.500000
2020-09-21,358545.607946,173131.443000
2020-09-28,357271.433007,173131.443000
2020-10-05,358117.764768,173131.443000
2020-10-12,368612.043115,173131.443000
2020-10-19,369458.513674,173131.443000
2020-10-26,370284.480759,173131.443000
2020-11-03,371022.964056,173131.443000
2020-11-10,371783.545493,173131.443000
2020-11-17,372526.501926,173131.443000
2020-11-24,373217.547429,184300.615895
2020-12-01,373720.306050,184300.615895
2020-12-08,374223.064670,184300.615895
2020-12-15,374730.810797,178556.083745
2020-12-22,382158.797451,178556.083745
2020-12-29,383094.921181,178556.083745
2021-01-05,384015.607338,178556.083745
2021-01-12,384917.986994,178556.083745
2021-01-19,385798.433389,178556.083745
2021-01-26,386652.294012,178556.083745
2021-02-02,387473.500373,178556.083745
2021-02-09,388253.984948,178556.083745
2021-02-16,388982.784179,181282.402652
2021-02-23,386774.170790,181282.402652
2021-03-02,397065.499426,181282.402652
2021-03-09,398166.155525,181282.402652
2021-03-15,399312.526384,181282.402652
2021-03-22,400401.095614,181282.402652
2021-03-29,401452.845721,181282.402652
2021-04-05,402459.551155,181282.402652
2021-04-12,403415.326572,181282.402652
2021-04-19,404300.506116,181282.402652
2021-04-26,405094.781383,190361.316335
2021-05-03,403571.927081,190361.316335
2021-05-10,410921.621910,190361.316335
2021-05-17,411924.355765,190361.316335
2021-05-24,412906.754966,190361.316335
2021-05-31,413864.790947,190361.316335
2021-06-07,414793.295755,190361.316335
2021-06-14,415685.528578,190361.316335
2021-06-21,416532.528102,190361.316335
2021-06-28,417330.751812,191877.689851
2021-07-05,415019.167578,191877.689851
2021-07-12,416216.998424,191877.689851
2021-07-19,420631.843303,191877.689851
2021-07-26,421777.468581,191877.689851
2021-08-02,422889.160838,191877.689851
2021-08-09,423964.709666,191877.689851
2021-08-16,424996.755467,191877.689851
2021-08-23,425994.847934,191877.689851
2021-08-30,426912.977833,197159.556803
2021-09-06,425389.795778,197159.556803
2021-09-13,426447.010277,197159.556803
2021-09-20,427486.722515,197159.556803
2021-09-27,430550.768814,197159.556803
2021-10-04,431544.859444,197159.556803
2021-10-11,432508.808604,197159.556803
2021-10-18,433457.783653,197159.556803
2021-10-25,434360.590603,197159.556803
2021-11-01,435204.799582,205405.509228
2021-11-09,435822.080942,205405.509228
2021-11-16,436439.362301,205405.509228
2021-11-23,437056.643660,198619.974528
2021-11-30,435455.166681,198619.974528
2021-12-07,436541.770277,198619.974528
2021-12-14,437610.138761,198619.974528
2021-12-21,438678.930785,204507.766367
2021-12-28,439314.882809,204507.766367
2022-01-04,439950.834833,204507.766367
2022-01-11,440586.786857,204507.766367
2022-01-18,441222.738881,204507.766367
2022-01-25,441858.690905,204507.766367
2022-02-01,442494.642929,204507.766367
2022-02-08,443130.594953,204507.766367
2022-02-15,435694.078669,351130.155783
2022-02-22,435903.705712,367953.752182
2022-03-01,436065.141725,377463.294594
2022-03-08,436208.242511,381421.881872
2022-03-14,436347.548286,382418.796566
2022-03-21,436391.708516,281634.066426
2022-03-28,436546.268601,209071.542542
2022-04-04,436905.958784,180671.907882
2022-04-11,437351.307485,180671.907882
2022-04-18,437772.069297,131473.543695
2022-04-25,433681.485493,131473.543695
2022-05-02,434250.008354,131473.543695
2022-05-09,434818.531216,131473.543695
2022-05-16,435387.054077,131473.543695
2022-05-23,435955.576939,131473.543695
2022-05-30,432607.117840,170000.367165
2022-06-06,433067.001204,170264.184982
2022-06-13,433523.657369,175657.392671
2022-06-20,433969.288179,175730.957183
2022-06-27,434426.753812,176014.956819
2022-07-04,434883.625404,176014.956819
2022-07-11,435340.496996,176014.956819
2022-07-18,435797.368587,176014.956819
2022-07-25,436254.240179,176014.956819
2022-08-01,436711.111771,176014.956819
2022-08-08,437167.983362,176014.956819
2022-08-15,437624.854954,176014.956819
2022-08-22,438081.736526,176014.956819
2022-08-29,438538.618098,176014.956819
2022-09-05,438995.499669,176014.956819
2022-09-12,441209.225869,176014.956819
2022-09-19,441680.267400,176014.956819
2022-09-26,442151.308932,176014.956819
2022-10-03,442627.337970,176014.956819
2022-10-10,443081.848806,126206.359206
2022-10-17,441371.663808,126252.399448
2022-10-24,442327.137018,126305.566408
2022-10-31,443264.448791,126358.749801
2022-11-08,444119.949035,126411.953186
2022-11-15,445001.627309,126465.176561
2022-11-22,449684.634333,126518.419926
2022-11-29,450516.472379,126571.683281
2022-12-06,451297.161229,126624.966626
2022-12-13,452012.573082,126606.139027
2022-12-20,449266.392458,126659.462352
2022-12-27,450456.089999,126712.805667
